id,answer,image_id,image,user_uid,quiz_id,created_at,updated_at
744,Neutro,363,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbXNCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d47fbc282c5aa9c2f07fb59db3ec24e120a2f1a3/mafalda_03_484_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:17 UTC,2021-07-14 21:48:17 UTC
745,Neutro,364,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbXdCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6019087dc1333573b0d13bbad0a662938685a92b/mafalda_03_484_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:19 UTC,2021-07-14 21:48:19 UTC
746,Neutro,365,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTBCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c028cfa43f4b3256baa2135201d8b919fa50c397/mafalda_03_484_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:21 UTC,2021-07-14 21:48:21 UTC
747,Neutro,366,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTRCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9429ca82426cb89507ca5de5a5c9cf526a6cbcb6/mafalda_03_484_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:23 UTC,2021-07-14 21:48:23 UTC
748,Neutro,367,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbThCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b3fcf1f0354c20ec7a0cbbd1dcd9004d9b4ba443/mafalda_03_484_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:25 UTC,2021-07-14 21:48:25 UTC
749,Neutro,368,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkFCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fb518451440e2c6ea11707441b44505d1268d95a/mafalda_03_484_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:27 UTC,2021-07-14 21:48:27 UTC
750,Neutro,369,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkVCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a383d5d7c2b6f2a5e3c4ca5e45231703d5138755/mafalda_03_485_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:29 UTC,2021-07-14 21:48:29 UTC
751,Neutro,389,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1VCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2f79c6c6ab22d89ad5613e219ea79f5f41183b13/mafalda_03_487_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:32 UTC,2021-07-14 21:48:32 UTC
752,Ira,390,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb1lCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--66e459b4f5d7925ff74281d6d95a09200acaab5f/mafalda_03_487_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:34 UTC,2021-07-14 21:48:34 UTC
753,Neutro,391,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2NCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a8213d68c0ada4ae5f46df3665d55ceffb7c3fb2/mafalda_03_487_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:36 UTC,2021-07-14 21:48:36 UTC
755,Neutro,393,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2tCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--39f95e06f3a549a277c534a79151889e7e1cef59/mafalda_03_487_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:43 UTC,2021-07-14 21:48:43 UTC
758,Neutro,396,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3dCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--28f8cc8987dc6f3c5cb89fca5903a18b7fa5240e/mafalda_03_487_3_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:50 UTC,2021-07-14 21:48:50 UTC
760,Felicidad,398,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzRCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--56d511272de148997adc8eb2c171f83f4ec5a319/mafalda_03_487_4_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:58 UTC,2021-07-14 21:48:58 UTC
763,Temor,430,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTRCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--246a902b984a10795d44efbbacf1e538397d639c/mafalda_03_492_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:12 UTC,2021-07-14 21:49:12 UTC
764,Ira,431,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcThCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--589b112634de636dba330e0dd5ee1f4425c143a0/mafalda_03_492_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:14 UTC,2021-07-14 21:49:14 UTC
765,Felicidad,432,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckFCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3d0d708082ea68b4a0fa131a2462086740de6e88/mafalda_03_493_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:16 UTC,2021-07-14 21:49:16 UTC
766,Neutro,433,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckVCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4261fa93df6681ae8fe4156f6b651f649c6fd981/mafalda_03_493_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:19 UTC,2021-07-14 21:49:19 UTC
767,Neutro,434,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcklCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--223f7f240c69ded9755e5cab2cb599c6fd18daed/mafalda_03_493_0_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:20 UTC,2021-07-14 21:49:20 UTC
769,Felicidad,436,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBclFCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6f2aa6b8e14a4fefc6069625f39d39b921c11a49/mafalda_03_493_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:25 UTC,2021-07-14 21:49:25 UTC
770,Felicidad,437,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBclVCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5115fe516dbd4482c5187ac2455a97644e139438/mafalda_03_493_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:27 UTC,2021-07-14 21:49:27 UTC
774,Felicidad,481,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUVCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--80d3bc62374bae32bc2ec5be46041c1bff5c4bfc/mafalda_03_498_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:02 UTC,2021-07-14 21:50:02 UTC
779,Neutro,486,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVlCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--776bf21718829d4daf5b9ffca9dd91c9fb172663/mafalda_03_498_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:21 UTC,2021-07-14 21:50:21 UTC
781,Neutro,537,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGtDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--52ab83be2e5ce6cd0421f6485cd2a1457f0cf02c/mafalda_03_504_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:27 UTC,2021-07-14 21:50:27 UTC
754,Neutro,392,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2dCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a745db6c53e55df3a1ca98b5cd8e6bcf3f8bfdc2/mafalda_03_487_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:39 UTC,2021-07-14 21:48:39 UTC
756,Neutro,394,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb29CIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4ae543b38a61a7840823dc439c640bd1f4c10478/mafalda_03_487_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:45 UTC,2021-07-14 21:48:45 UTC
757,Tristeza,395,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3NCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0fa0e3eb59573cdd55f1fdd0f1e0fe54e89ff0a8/mafalda_03_487_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:48 UTC,2021-07-14 21:48:48 UTC
759,Ira,397,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzBCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b80d30abc04834b4567b89be29d65ec8ff12cf90/mafalda_03_487_4_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:48:54 UTC,2021-07-14 21:48:54 UTC
761,Ira,428,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcXdCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a4083503c46251df6e0bb906875a6c7302c82037/mafalda_03_492_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:06 UTC,2021-07-14 21:49:06 UTC
762,Ira,429,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTBCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4ca3e97d30a1c293bf5f9403287cb976423747b6/mafalda_03_492_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:08 UTC,2021-07-14 21:49:08 UTC
768,Felicidad,435,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBck1CIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--811626c42dc40713598ff6caf4a86fce43d021c1/mafalda_03_493_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:24 UTC,2021-07-14 21:49:24 UTC
771,Neutro,478,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDRCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--67fb4dd14375405e4a5a64ebd0f08fc41565fa80/mafalda_03_497_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:32 UTC,2021-07-14 21:49:32 UTC
772,Neutro,479,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDhCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8d398b509f12fca293e9fee385d6f68e664dd40d/mafalda_03_497_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:35 UTC,2021-07-14 21:49:35 UTC
773,Temor,480,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUFCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4ce781f9c0c3f1a6b6c489c4009786d0e45d633c/mafalda_03_498_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:49:58 UTC,2021-07-14 21:49:58 UTC
775,Neutro,482,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUlCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b5ea872c5a0393f24320576f07c6fd0859e4b8c6/mafalda_03_498_0_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:04 UTC,2021-07-14 21:50:04 UTC
776,Neutro,483,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdU1CIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7825dfde32972cb7cdaf704131d4f625b1cf5b94/mafalda_03_498_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:16 UTC,2021-07-14 21:50:16 UTC
777,Neutro,484,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVFCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9084873d005671d49036d4bf704d3dfbf10c6b94/mafalda_03_498_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:18 UTC,2021-07-14 21:50:18 UTC
778,Neutro,485,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVVCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9bcaff26e7f8b1ac4fc810d8f1ffffdd33314a25/mafalda_03_498_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:19 UTC,2021-07-14 21:50:19 UTC
780,Neutro,487,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWNCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9b3f794d0bcd36400d9ef3acef313c6d530dede8/mafalda_03_498_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:23 UTC,2021-07-14 21:50:23 UTC
782,Neutro,538,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaG9DIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cb2f7f80148b0dfbc288ad44d4b0b92640b83fc0/mafalda_03_504_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:30 UTC,2021-07-14 21:50:30 UTC
783,Neutro,539,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHNDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b5508c424eaafc92fe3f3af0c60840a734695581/mafalda_03_505_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:32 UTC,2021-07-14 21:50:32 UTC
784,Neutro,540,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHdDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fbf9d8692d5d05395bdbc685e87c509734b08b81/mafalda_03_505_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:34 UTC,2021-07-14 21:50:34 UTC
785,Neutro,541,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDBDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6135bae798de98ac9e83a4d5a686ca75bfdd62a1/mafalda_03_505_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:35 UTC,2021-07-14 21:50:35 UTC
786,Tristeza,542,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDRDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a7ce7e8960b56293dca250ba6027c9c24501dbb6/mafalda_03_505_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:41 UTC,2021-07-14 21:50:41 UTC
787,Neutro,543,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDhDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5e5ba98fce5766e82deb7bf7415f15f9bd6638c8/mafalda_03_506_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:44 UTC,2021-07-14 21:50:44 UTC
788,Neutro,544,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUFDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5281c4959b0282fa5ab9e0a99843e4528b9ffc66/mafalda_03_506_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:45 UTC,2021-07-14 21:50:45 UTC
789,Ira,545,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUVDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3b0279fd8c1bcf87bfcdc95bd0a86ea951976814/mafalda_03_506_0_4.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:51 UTC,2021-07-14 21:50:51 UTC
790,Neutro,546,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUlDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--83049afd91bf73295d9e28a22ec567d43bca787c/mafalda_03_506_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:52 UTC,2021-07-14 21:50:52 UTC
791,Neutro,606,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDRDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--60742cc542fe5d65ce308040088ca1c4d3e7c398/mafalda_03_513_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:56 UTC,2021-07-14 21:50:56 UTC
792,Felicidad,607,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDhDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5723ec77c241530592383e4659bb6baaaa1de5d6/mafalda_03_513_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:50:59 UTC,2021-07-14 21:50:59 UTC
793,Sorpresa ,608,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUFDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b7843ddb97768d768ab1c8eafae51d62a87b32ee/mafalda_03_513_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:51:07 UTC,2021-07-14 21:51:07 UTC
794,Felicidad,609,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUVDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bdeaed80a2081c80891b205f34c34bc300879271/mafalda_03_513_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:51:09 UTC,2021-07-14 21:51:09 UTC
795,Ira,610,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUlDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--05e51d05e4b9d1db5c6abdea0ddb4148bc7c725a/mafalda_03_513_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:51:14 UTC,2021-07-14 21:51:14 UTC
796,Temor,611,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbU1DIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0eb84211e16b0c1d996dd0475ff871c614edccac/mafalda_03_513_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:51:16 UTC,2021-07-14 21:51:16 UTC
797,Tristeza,612,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVFDIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ffcf3633a0f1cdef3b16c248cd6fee495f19f4b3/mafalda_03_513_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,11,2021-07-14 21:51:22 UTC,2021-07-14 21:51:22 UTC
