id,answer,image_id,image,user_uid,quiz_id,created_at,updated_at
1131,Neutro,6675,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaE1hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6543cb58bf14967d9bc960820d9d7aebd156cb7e/mafalda_03_484_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:25:46 UTC,2021-08-18 23:25:46 UTC
1132,Neutro,6676,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--24cad639724ab10458f28b8ebf0a8a32b5cdd7b9/mafalda_03_484_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:25:48 UTC,2021-08-18 23:25:48 UTC
1133,Neutro,6677,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d059906a6a9c694f15ca0ce197f2dbf2f84e2745/mafalda_03_484_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:25:50 UTC,2021-08-18 23:25:50 UTC
1134,Neutro,6678,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFlhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e2d8220cb609a9602f15310b56488e79b446b5c2/mafalda_03_484_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:25:53 UTC,2021-08-18 23:25:53 UTC
1135,Neutro,6679,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGNhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4af8d8595bf5055f64b8fe2eb510df5c14176fd4/mafalda_03_484_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:25:56 UTC,2021-08-18 23:25:56 UTC
1136,Neutro,6680,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGdhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--69b4949bf6477f88d5f7df7c619d2299e1a48533/mafalda_03_484_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:25:58 UTC,2021-08-18 23:25:58 UTC
1137,Neutro,6681,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaGthIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2965eb87c2f91516e566a782675de27c26d90b53/mafalda_03_484_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:25:59 UTC,2021-08-18 23:25:59 UTC
1138,Neutro,6682,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaG9hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0a837e43631f9b03f773523a2e25ac4e631185ef/mafalda_03_484_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:01 UTC,2021-08-18 23:26:01 UTC
1139,Neutro,6683,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHNhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0c025522c665e5bc0c6b055db31ca03480f1178f/mafalda_03_485_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:02 UTC,2021-08-18 23:26:02 UTC
1140,Otro,6684,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHdhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e03b9afdbf5bc9258928f331093a08abe7025272/mafalda_03_485_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:09 UTC,2021-08-18 23:26:09 UTC
1141,Otro,6705,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--da7d5d401734898fa58fccc751b9240873dc2c1a/mafalda_03_487_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:13 UTC,2021-08-18 23:26:13 UTC
1142,Neutro,6706,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaklhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--159511340d773c7c5d2f75b5e8d3f0a5cdf3b22b/mafalda_03_487_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:16 UTC,2021-08-18 23:26:16 UTC
1143,Tristeza,6707,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBak1hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8c98b056476b5c3b4043db6bde9df399e4910de1/mafalda_03_487_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:18 UTC,2021-08-18 23:26:18 UTC
1144,Neutro,6708,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b0b8122a5600d86096a4c1777518784d9c1254d4/mafalda_03_487_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:20 UTC,2021-08-18 23:26:20 UTC
1145,Tristeza,6709,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--49fee42edcf5d26ac39aa505ca4dbd78989d12a6/mafalda_03_487_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:23 UTC,2021-08-18 23:26:23 UTC
1146,Neutro,6710,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBallhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--17d7b9d5e6f10b396910323d408a2fa8268229ad/mafalda_03_487_3_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:25 UTC,2021-08-18 23:26:25 UTC
1147,Enojo,6711,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamNhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--be8a1a5ffa461261d6286a73c0506768ab3a99a9/mafalda_03_487_4_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:27 UTC,2021-08-18 23:26:27 UTC
1148,Sorpresa,6712,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamdhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8fb09d6488c98cd3b2f07cbb7fb0d498d4227cb3/mafalda_03_487_4_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:32 UTC,2021-08-18 23:26:32 UTC
1149,Otro,6713,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBamthIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fd74e6decec3ccc0409cd1e8822ea59db45dffa8/mafalda_03_487_4_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:35 UTC,2021-08-18 23:26:35 UTC
1150,Felicidad,6714,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBam9hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9e5a51a6b36fe536bde12bdcea3982df03ebcf8a/mafalda_03_488_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:38 UTC,2021-08-18 23:26:38 UTC
1151,Enojo,6745,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbGthIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--84251bee2d7452aca85d290fbf56a110a0043c3b/mafalda_03_492_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:42 UTC,2021-08-18 23:26:42 UTC
1154,Otro,6748,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHdhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--eba7b42ef37e8feb5c86f09ae8d9efdb62d1b7ba/mafalda_03_493_0_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:49 UTC,2021-08-18 23:26:49 UTC
1156,Felicidad,6750,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDRhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e643bbab6e6bb6d2743cda0562ca66b827a7cf9e/mafalda_03_493_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:54 UTC,2021-08-18 23:26:54 UTC
1157,Felicidad,6751,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDhhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--44a3ccc5a0ebe4df1b434b47441774a5306f4452/mafalda_03_493_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:57 UTC,2021-08-18 23:26:57 UTC
1159,Otro,6753,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--19fafefaeee600a4f6b928a128827e27e38283ea/mafalda_03_493_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:00 UTC,2021-08-18 23:27:00 UTC
1160,Otro,6754,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUlhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c70383028a3ff9966d3642a78339f6c26dce516e/mafalda_03_493_2_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:01 UTC,2021-08-18 23:27:01 UTC
1162,Felicidad,6796,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3dhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--598527cf89ad0cac83099e969ab25eb66ade7d54/mafalda_03_498_0_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:06 UTC,2021-08-18 23:27:06 UTC
1163,Sorpresa,6797,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzBhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7c18adebe9e828acc8d3cead3a7c657bab14d1d7/mafalda_03_498_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:12 UTC,2021-08-18 23:27:12 UTC
1166,Otro,6800,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c43045a7c876dad968fd0cd9781aedc03c8e82d9/mafalda_03_498_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:24 UTC,2021-08-18 23:27:24 UTC
1168,Neutro,6802,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcElhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8c3434c207ccd5ae4731f27d6140e38406f74a5f/mafalda_03_498_2_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:28 UTC,2021-08-18 23:27:28 UTC
1172,Tristeza,6856,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2dhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aa465983890a2799520bc5382b3a9af6f2492498/mafalda_03_505_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:38 UTC,2021-08-18 23:27:38 UTC
1174,Otro,6858,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc29hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--82990f764e76191a24e9f4ab8a8ba75ad91de2c3/mafalda_03_506_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:45 UTC,2021-08-18 23:27:45 UTC
1175,Enojo,6859,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3NhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ff6b76eb9aceb9da6851c8c35abb8cc7b82e6ccf/mafalda_03_506_0_4.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:48 UTC,2021-08-18 23:27:48 UTC
1177,Neutro,6861,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczBhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dadf5dae250eaa2a792ea203e79457412e98559d/mafalda_03_506_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:53 UTC,2021-08-18 23:27:53 UTC
1179,Otro,6863,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczhhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1c3000964d073e20725a7492fe65159797be5130/mafalda_03_506_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:28:03 UTC,2021-08-18 23:28:03 UTC
1152,Felicidad,6746,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbG9hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7abba0aff6e53a732fdb214ecaabe26e352d4cd4/mafalda_03_493_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:44 UTC,2021-08-18 23:26:44 UTC
1153,Otro,6747,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHNhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--feb6f7ea0462fb6d051bcae493ceda743995c258/mafalda_03_493_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:47 UTC,2021-08-18 23:26:47 UTC
1155,Felicidad,6749,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbDBhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e24103820979a02504c91bc8c6f5464f7ea1e378/mafalda_03_493_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:53 UTC,2021-08-18 23:26:53 UTC
1158,Felicidad,6752,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbUFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--34254a9f2bd9d76f4d664eec6602475cb42eaa80/mafalda_03_493_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:26:58 UTC,2021-08-18 23:26:58 UTC
1161,Felicidad,6795,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3NhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ba9504a53b32cd8d1901595c2d5bbb3d0972a8a4/mafalda_03_498_0_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:04 UTC,2021-08-18 23:27:04 UTC
1164,Neutro,6798,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzRhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ee87747e9af23434e1af791f495bb37e165a8e21/mafalda_03_498_1_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:14 UTC,2021-08-18 23:27:14 UTC
1165,Otro,6799,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzhhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3af33409beb38785a43912f1ef962101af843bff/mafalda_03_498_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:21 UTC,2021-08-18 23:27:21 UTC
1167,Neutro,6801,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6d9fb71b74eb7f12f46d32263a9d5f5334eb74f3/mafalda_03_498_2_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:26 UTC,2021-08-18 23:27:26 UTC
1169,Neutro,6803,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcE1hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b6024f1c12c6ac13c960a7c4c8321a17328eac45/mafalda_03_498_3_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:30 UTC,2021-08-18 23:27:30 UTC
1170,Neutro,6804,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8111c67cdad190442016f8512bab09a818b79a82/mafalda_03_498_3_1.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:32 UTC,2021-08-18 23:27:32 UTC
1171,Tristeza,6855,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2NhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bfb175a64cf9190a7de997980009f9a0bbb6cf43/mafalda_03_505_2_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:36 UTC,2021-08-18 23:27:36 UTC
1173,Otro,6857,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2thIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b73c3bb8a6123e5748f2a9705c0787ba215d7616/mafalda_03_506_0_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:43 UTC,2021-08-18 23:27:43 UTC
1176,Otro,6860,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3dhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6b5264fae8dae15f70f96b3bc5daad2861d8068a/mafalda_03_506_1_0.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:50 UTC,2021-08-18 23:27:50 UTC
1178,Otro,6862,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczRhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--98e171c3f587be13aa9af38d7f4c46700db3fbe9/mafalda_03_506_1_2.jpg,D7EZxLa4MUWtpCgIVFeMglenura2,15,2021-08-18 23:27:55 UTC,2021-08-18 23:27:55 UTC
1180,Sorpresa,6655,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjhaIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--be56c130fe5a2d7afadad74fd50de5dc8fbd019b/mafalda_03_481_0_0.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:07:20 UTC,2021-08-19 00:07:20 UTC
1181,Otro,6656,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0FhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c8fd68462274a053abec84a997d3574e27385745/mafalda_03_481_1_0.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:07:37 UTC,2021-08-19 00:07:37 UTC
1182,Neutro,6657,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0VhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--35d373477e0429164018ca70eb270dd31ddf61fe/mafalda_03_481_2_0.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:07:47 UTC,2021-08-19 00:07:47 UTC
1183,Neutro,6658,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0lhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1fcd6439aee6257fe8a6c3255b7a679c6669a3e9/mafalda_03_481_3_0.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:07:56 UTC,2021-08-19 00:07:56 UTC
1184,Otro,6659,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ01hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3e67563c1f546e0ca8d4749bbf8892353f14101c/mafalda_03_481_4_0.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:08:03 UTC,2021-08-19 00:08:03 UTC
1185,Miedo,6660,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1FhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0fef9a7c5bf791bce0005d6905c1164f514326c0/mafalda_03_481_4_1.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:08:15 UTC,2021-08-19 00:08:15 UTC
1186,Otro,6661,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1VhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9c8e1d76be391ce7773e99f7cc8aa7cae453a7f4/mafalda_03_482_0_0.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:08:22 UTC,2021-08-19 00:08:22 UTC
1187,Neutro,6662,/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ1lhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--93edeceed08c2833842864f11db677764c4d09b1/mafalda_03_482_0_1.jpg,0dsREYHZkQMVz5fUxMRqyhvvoNs1,15,2021-08-19 00:08:26 UTC,2021-08-19 00:08:26 UTC
